document_id,title,category,tags,content,popularity
DOC_00032,Document about Science and chemistry,Science,['chemistry'],Science document about chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.3506681907921028
DOC_00033,Document about Mathematics and finance chemistry physics,Mathematics,['finance' 'chemistry' 'physics'],Mathematics document about finance chemistry physics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.615639394234972
DOC_00034,Document about Literature and finance,Literature,['finance'],Literature document about finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.224896111095188
DOC_00035,Document about Arts and calculus medieval,Arts,['calculus' 'medieval'],Arts document about calculus medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.880446409275506
DOC_00036,Document about Science and physics music java,Science,['physics' 'music' 'java'],Science document about physics music java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.8253373253263296
DOC_00037,Document about History and statistics,History,['statistics'],History document about statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.973774512360393
DOC_00038,Document about Arts and statistics,Arts,['statistics'],Arts document about statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.02707217899099
DOC_00039,Document about Mathematics and world war II,Mathematics,['world war II'],Mathematics document about world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.994322243346931
DOC_00040,Document about Business and python novel marketing,Business,['python' 'novel' 'marketing'],Business document about python novel marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.057736220993944
DOC_00041,Document about Programming and world war II painting calculus,Programming,['world war II' 'painting' 'calculus'],Programming document about world war II painting calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.3906070496835548
DOC_00042,Document about Literature and novel painting poetry,Literature,['novel' 'painting' 'poetry'],Literature document about novel painting poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.648022720756571
DOC_00043,Document about Business and python statistics painting,Business,['python' 'statistics' 'painting'],Business document about python statistics painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.0645527113445468
DOC_00044,Document about History and java,History,['java'],History document about java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.402835186308522
DOC_00045,Document about Mathematics and finance calculus chemistry,Mathematics,['finance' 'calculus' 'chemistry'],Mathematics document about finance calculus chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.390650729441466
DOC_00046,Document about Mathematics and calculus medieval painting,Mathematics,['calculus' 'medieval' 'painting'],Mathematics document about calculus medieval painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.809116475265168
DOC_00047,Document about Literature and chemistry calculus,Literature,['chemistry' 'calculus'],Literature document about chemistry calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.586459245328502
DOC_00048,Document about Literature and painting calculus,Literature,['painting' 'calculus'],Literature document about painting calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.9671615489703695
DOC_00049,Document about Literature and painting poetry,Literature,['painting' 'poetry'],Literature document about painting poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.155288029259372
DOC_00050,Document about Mathematics and physics medieval,Mathematics,['physics' 'medieval'],Mathematics document about physics medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.134121271515552
DOC_00051,Document about Programming and painting music,Programming,['painting' 'music'],Programming document about painting music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.83537075042663
DOC_00052,Document about Arts and novel java world war II,Arts,['novel' 'java' 'world war II'],Arts document about novel java world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.417418559868642
DOC_00053,Document about Science and medieval statistics marketing,Science,['medieval' 'statistics' 'marketing'],Science document about medieval statistics marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.158735584696795
DOC_00054,Document about Mathematics and calculus,Mathematics,['calculus'],Mathematics document about calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.7606530691261373
DOC_00055,Document about Science and marketing,Science,['marketing'],Science document about marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.056861539184794
DOC_00056,Document about Business and medieval finance music,Business,['medieval' 'finance' 'music'],Business document about medieval finance music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.566389872901379
DOC_00057,Document about Business and chemistry medieval,Business,['chemistry' 'medieval'],Business document about chemistry medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.83395887636693
DOC_00058,Document about Mathematics and finance marketing painting,Mathematics,['finance' 'marketing' 'painting'],Mathematics document about finance marketing painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.484229280640462
DOC_00059,Document about Business and painting,Business,['painting'],Business document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.070888821637826
DOC_00060,Document about Arts and python poetry marketing,Arts,['python' 'poetry' 'marketing'],Arts document about python poetry marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.3211254434044584
DOC_00061,Document about Business and python world war II painting,Business,['python' 'world war II' 'painting'],Business document about python world war II painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.6262246532863935
DOC_00062,Document about History and painting finance novel,History,['painting' 'finance' 'novel'],History document about painting finance novel. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.9011846047725065
DOC_00063,Document about Mathematics and calculus,Mathematics,['calculus'],Mathematics document about calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.1186750113699024
DOC_00064,Document about Science and music,Science,['music'],Science document about music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.8146458804297008
DOC_00065,Document about Business and world war II novel finance,Business,['world war II' 'novel' 'finance'],Business document about world war II novel finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.616913897636539
DOC_00066,Document about Programming and poetry finance calculus,Programming,['poetry' 'finance' 'calculus'],Programming document about poetry finance calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.574942231283713
DOC_00067,Document about Mathematics and java finance poetry,Mathematics,['java' 'finance' 'poetry'],Mathematics document about java finance poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.129007163841849
DOC_00068,Document about Mathematics and world war II,Mathematics,['world war II'],Mathematics document about world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.1098276508624003
DOC_00069,Document about Science and python novel medieval,Science,['python' 'novel' 'medieval'],Science document about python novel medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.276068488151175
DOC_00070,Document about Business and world war II chemistry,Business,['world war II' 'chemistry'],Business document about world war II chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.817176041721474
DOC_00071,Document about Literature and statistics painting,Literature,['statistics' 'painting'],Literature document about statistics painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.9893177138944496
DOC_00072,Document about Business and world war II music chemistry,Business,['world war II' 'music' 'chemistry'],Business document about world war II music chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.836560426441306
DOC_00073,Document about Science and novel poetry,Science,['novel' 'poetry'],Science document about novel poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.198687586823925
DOC_00074,Document about History and statistics novel,History,['statistics' 'novel'],History document about statistics novel. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.745688161016606
DOC_00075,Document about Arts and java,Arts,['java'],Arts document about java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.287082438106669
DOC_00076,Document about Programming and novel world war II,Programming,['novel' 'world war II'],Programming document about novel world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.779215986727058
DOC_00077,Document about Mathematics and novel medieval,Mathematics,['novel' 'medieval'],Mathematics document about novel medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.7650178972410755
DOC_00078,Document about Arts and music,Arts,['music'],Arts document about music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.261651340663274
DOC_00079,Document about History and finance,History,['finance'],History document about finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.786330072528279
DOC_00080,Document about Mathematics and medieval novel,Mathematics,['medieval' 'novel'],Mathematics document about medieval novel. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.92513876221785
DOC_00081,Document about History and music physics world war II,History,['music' 'physics' 'world war II'],History document about music physics world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.874707931947802
DOC_00082,Document about Literature and finance,Literature,['finance'],Literature document about finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.482816781599052
DOC_00083,Document about Mathematics and calculus,Mathematics,['calculus'],Mathematics document about calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.25657594505438
DOC_00084,Document about Literature and statistics,Literature,['statistics'],Literature document about statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.7451880113261382
DOC_00085,Document about History and music marketing novel,History,['music' 'marketing' 'novel'],History document about music marketing novel. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.2150114967908623
DOC_00086,Document about Programming and medieval poetry,Programming,['medieval' 'poetry'],Programming document about medieval poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.959384278203946
